timestamp,architecture,layer,step,method,url,status,latency_ms,error
2025-12-05T20:52:39.184011,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,157.67,
2025-12-05T20:52:40.740003,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,1555.97,
2025-12-05T20:52:41.854885,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=e83013eb2da9b0dc32a33ad686b345eeb0041c6264c6354b0ff5041670c39c3c,200,1114.87,
2025-12-05T20:52:41.959833,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,104.93,
2025-12-05T20:52:42.341375,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=e83013eb2da9b0dc32a33ad686b345eeb0041c6264c6354b0ff5041670c39c3c,200,381.49,
2025-12-05T20:52:39.161506,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,132.62,
2025-12-05T20:52:39.991095,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,829.56,
2025-12-05T20:52:41.543166,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=802173fb7d412a6e7e0f90150479de0c2f605be5148eb08b6e2a20bee969c1d6,200,1552.0,
2025-12-05T20:52:41.778936,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,235.74,
2025-12-05T20:52:42.352420,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=802173fb7d412a6e7e0f90150479de0c2f605be5148eb08b6e2a20bee969c1d6,200,573.39,
2025-12-05T20:52:39.203052,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,174.84,
2025-12-05T20:52:40.739759,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,1536.69,
2025-12-05T20:52:41.857249,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=868e9be13c71a901df05458cd833111b3a0bea1acf68732e6d000e6eb3bf6762,200,1117.46,
2025-12-05T20:52:42.060860,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,203.6,
2025-12-05T20:52:42.627436,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=868e9be13c71a901df05458cd833111b3a0bea1acf68732e6d000e6eb3bf6762,200,566.51,
2025-12-05T20:52:39.199904,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,172.66,
2025-12-05T20:52:40.740362,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,1540.44,
2025-12-05T20:52:41.855960,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=240b2b0de6889cb84bd8a9fecc64ffe5adcd490b049199677683624ef4927ea4,200,1115.58,
2025-12-05T20:52:42.108901,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,252.93,
2025-12-05T20:52:42.680636,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=240b2b0de6889cb84bd8a9fecc64ffe5adcd490b049199677683624ef4927ea4,200,571.63,
2025-12-05T20:52:39.163506,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,137.45,
2025-12-05T20:52:40.786197,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,1622.67,
2025-12-05T20:52:41.887207,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=cc0043f3f2d058f022b64f707e1be265222cc1fc9ab0eb89ae7e6a8c426dd189,200,1100.94,
2025-12-05T20:52:42.092671,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,205.44,
2025-12-05T20:52:42.697759,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=cc0043f3f2d058f022b64f707e1be265222cc1fc9ab0eb89ae7e6a8c426dd189,200,605.03,
2025-12-05T20:52:39.376239,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,349.35,
2025-12-05T20:52:41.856570,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,2480.31,
2025-12-05T20:52:42.317653,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=1c7dc56d795b8277d584a87d267a18a8860aa847b79aede7735bb75b09a99736,200,461.07,
2025-12-05T20:52:42.444474,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,126.81,
2025-12-05T20:52:42.760842,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=1c7dc56d795b8277d584a87d267a18a8860aa847b79aede7735bb75b09a99736,200,316.31,
2025-12-05T20:52:39.256274,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,226.96,
2025-12-05T20:52:41.873854,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,2617.56,
2025-12-05T20:52:42.317484,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=0f45a358e135e273991cfea8b7c6ab4553071ad02ac168f9d4c873f43e2e4567,200,443.58,
2025-12-05T20:52:42.516930,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,199.44,
2025-12-05T20:52:42.761639,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=0f45a358e135e273991cfea8b7c6ab4553071ad02ac168f9d4c873f43e2e4567,200,244.64,
2025-12-05T20:52:39.387796,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,360.43,
2025-12-05T20:52:42.114595,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,2726.77,
2025-12-05T20:52:42.627031,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=4723e1bbd93216bbe20a894c4a97ce3fef81cb0cd919fd19080e4447e7c31812,200,512.35,
2025-12-05T20:52:42.726638,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,99.59,
2025-12-05T20:52:43.063918,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=4723e1bbd93216bbe20a894c4a97ce3fef81cb0cd919fd19080e4447e7c31812,200,337.19,
2025-12-05T20:52:39.351896,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,324.61,
2025-12-05T20:52:42.116076,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,2764.17,
2025-12-05T20:52:42.626518,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=631e008809385ae4f84f920a5504ee75a6128b507133146282bf3f9a458f777f,200,510.42,
2025-12-05T20:52:42.714297,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,87.75,
2025-12-05T20:52:43.079660,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=631e008809385ae4f84f920a5504ee75a6128b507133146282bf3f9a458f777f,200,365.3,
2025-12-05T20:52:39.323331,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,294.27,
2025-12-05T20:52:41.856356,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,2533.01,
2025-12-05T20:52:42.316773,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=b9d78aabec841b5f6e9659e174dfa1800f392c5bfdc89b7a6e1723e4c455d10a,200,460.39,
2025-12-05T20:52:42.576314,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,259.52,
2025-12-05T20:52:43.092275,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=b9d78aabec841b5f6e9659e174dfa1800f392c5bfdc89b7a6e1723e4c455d10a,200,515.9,
2025-12-05T20:52:39.280164,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,253.04,
2025-12-05T20:52:42.167413,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,2887.22,
2025-12-05T20:52:42.632762,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=34f0df7825c7b579ee6ab2a8bcb53b667a72ebdc5d78d75c9bf2dcc0c5bb560b,200,465.28,
2025-12-05T20:52:42.710964,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,78.19,
2025-12-05T20:52:43.095471,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=34f0df7825c7b579ee6ab2a8bcb53b667a72ebdc5d78d75c9bf2dcc0c5bb560b,200,384.41,
2025-12-05T20:52:39.434005,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,405.56,
2025-12-05T20:52:42.632116,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,3198.09,
2025-12-05T20:52:43.020200,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=bd35af2d147dacc677c4f9874137db5d1ae8bfd09b94c9e0ec39e5b9b4fcc1e9,200,388.05,
2025-12-05T20:52:43.072615,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,52.39,
2025-12-05T20:52:43.418995,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=bd35af2d147dacc677c4f9874137db5d1ae8bfd09b94c9e0ec39e5b9b4fcc1e9,200,346.32,
2025-12-05T20:52:39.383768,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,354.38,
2025-12-05T20:52:42.120497,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,2736.72,
2025-12-05T20:52:42.668660,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=68f7278ec6b4f2b1598606de06e12846fbb35cccae3be241516e7233d5b6d2d9,200,548.13,
2025-12-05T20:52:42.778062,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,109.38,
2025-12-05T20:52:43.419419,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=68f7278ec6b4f2b1598606de06e12846fbb35cccae3be241516e7233d5b6d2d9,200,641.3,
2025-12-05T20:52:39.398107,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,371.83,
2025-12-05T20:52:42.572934,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,3174.79,
2025-12-05T20:52:42.999949,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=c83574b73ced6ca3b39cac92af69462f143c7ef79f443a70eab038c52eddae0d,200,426.96,
2025-12-05T20:52:43.054606,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,54.65,
2025-12-05T20:52:43.421931,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=c83574b73ced6ca3b39cac92af69462f143c7ef79f443a70eab038c52eddae0d,200,367.23,
2025-12-05T20:52:39.174205,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,145.11,
2025-12-05T20:52:42.256926,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,3082.71,
2025-12-05T20:52:42.633579,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=8d5509a53d2fc881ff22ce264c6e7e74a97ff09fe3f9c92fa781b2018fef0216,200,376.62,
2025-12-05T20:52:42.743876,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,110.26,
2025-12-05T20:52:43.446885,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=8d5509a53d2fc881ff22ce264c6e7e74a97ff09fe3f9c92fa781b2018fef0216,200,702.86,
2025-12-05T20:52:39.304965,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,278.03,
2025-12-05T20:52:42.680881,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,3375.9,
2025-12-05T20:52:43.083537,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=536b14b3a6c421d344d84865b6616fb0cc41068d5576975b9cff0688c782c975,200,402.62,
2025-12-05T20:52:43.446617,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,363.07,
2025-12-05T20:52:43.804875,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=536b14b3a6c421d344d84865b6616fb0cc41068d5576975b9cff0688c782c975,200,358.2,
2025-12-05T20:52:39.314004,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,284.76,
2025-12-05T20:52:43.083283,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,3769.26,
2025-12-05T20:52:43.406752,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=6a8dfbf7e25530a3c7aa5d514e55ee66ecc7bf19dc76155e05383b07172b10dd,200,323.45,
2025-12-05T20:52:43.476658,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,69.88,
2025-12-05T20:52:43.811783,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=6a8dfbf7e25530a3c7aa5d514e55ee66ecc7bf19dc76155e05383b07172b10dd,200,335.06,
2025-12-05T20:52:39.305866,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,277.11,
2025-12-05T20:52:42.611525,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,3305.65,
2025-12-05T20:52:43.024379,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=ef47769bcacbfe0665fbc036ddfa78583799f2cae60adff31c417174fc927e54,200,412.8,
2025-12-05T20:52:43.082488,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,58.1,
2025-12-05T20:52:43.813956,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=ef47769bcacbfe0665fbc036ddfa78583799f2cae60adff31c417174fc927e54,200,731.32,
2025-12-05T20:52:39.203930,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,177.99,
2025-12-05T20:52:42.151492,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,2947.55,
2025-12-05T20:52:42.648773,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=ae4a570f4563bf7271f9402a0af1217bbee6479a183936b794c71dccdb5e1813,200,497.23,
2025-12-05T20:52:43.079764,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,430.97,
2025-12-05T20:52:43.868180,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=ae4a570f4563bf7271f9402a0af1217bbee6479a183936b794c71dccdb5e1813,200,788.35,
2025-12-05T20:52:39.421376,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,392.86,
2025-12-05T20:52:42.996301,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,3574.91,
2025-12-05T20:52:43.435064,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=a886107e9da2f9e871eed8356e50cd618f7a6e5481c542794a1ee55f60b497ed,200,438.68,
2025-12-05T20:52:43.488185,ms_nodejs_mysql,api_test,get_questions,GET,https://test-microservices.iqbalfadhil.biz.id/questions,200,53.1,
2025-12-05T20:52:44.059717,ms_nodejs_mysql,api_test,submit_answers,POST,https://test-microservices.iqbalfadhil.biz.id/submit?token=a886107e9da2f9e871eed8356e50cd618f7a6e5481c542794a1ee55f60b497ed,200,571.47,
2025-12-05T20:52:39.401167,ms_nodejs_mysql,frontend,open_frontend_login,GET,https://microservices.iqbalfadhil.biz.id/login,200,374.33,
2025-12-05T20:52:42.999374,ms_nodejs_mysql,api_auth,login,POST,https://auth-microservices.iqbalfadhil.biz.id/api/auth/login,200,3598.18,
2025-12-05T20:52:43.439843,ms_nodejs_mysql,api_auth,me,GET,https://auth-microservices.iqbalfadhil.biz.id/api/auth/me?token=88c0d0baead4a77f0c2ad61ca501e354abbb147ef15c3245af68619b66b45887,200,440.44,
